info,num_bathroom,title,url,price,pid,num_bedroom,pid1,latitude,longitude,date,pid2
,,Albany Apartment for  Rent,https://corvallis.craigslist.org/apa/6050024998.html,$1025,6050024998,,,,,Mar 18,
"
                    4br -
                    900ft, -
                ",,Corvallis 4 bedroom 1 bath,https://corvallis.craigslist.org/apa/6049800879.html,$1350,6049800879,,,,,Mar 18,
"
                    900ft, -
                ",,Sweethome 3 bedroom 1 bath,https://corvallis.craigslist.org/apa/6035359668.html,$925,6035359668,,,,,Mar 18,
"
                    1br -
                    741ft, -
                ",,NOW Avalable! 1st months Rent + 400.00 deposit moves you in!,https://corvallis.craigslist.org/apa/6049789088.html,$880,6049789088,,,,,Mar 18,
"
                    565ft, -
                ",,Beautiful Large Studio Apartment,https://corvallis.craigslist.org/apa/6049742290.html,$790,6049742290,,,,,Mar 18,
"
                    2br -
                    1235ft, -
                ",,NOW Available!1st months rent + $400.00 security deposit moves you in!,https://corvallis.craigslist.org/apa/6049745267.html,$1340,6049745267,,,,,Mar 18,
"
                    1br -
                    803ft, -
                ",,Beautiful large 1 bedroom with fire place!,https://corvallis.craigslist.org/apa/6049744159.html,$1060,6049744159,,,,,Mar 18,
"
                    575ft, -
                ",,McKinney Lane Apartments-Studio,https://corvallis.craigslist.org/apa/6049743183.html,$770,6049743183,,,,,Mar 18,
"
                    2br -
                    1235ft, -
                ",,NOW Available!1st months rent + $400.00 security deposit moves you in!,https://corvallis.craigslist.org/apa/6049740820.html,$1340,6049740820,,,,,Mar 18,
"
                    2br -
                    839ft, -
                ",,"2b/2ba condo in West Oaks, new floors/carpets, close to campus!",https://corvallis.craigslist.org/apa/6049701633.html,$1400,6049701633,,,,,Mar 18,
"
                    2br -
                    903ft, -
                ",,"Professionally Managed, Linen Closet, Patio, Near LBCC, WD",https://corvallis.craigslist.org/apa/6049687033.html,$925,6049687033,,,,,Mar 18,
,,Housemate Wanted,https://corvallis.craigslist.org/apa/6039944358.html,$750,6039944358,,,,,Mar 18,
"
                    1br -
                    728ft, -
                ",,WE CHOOSE YOU!!,https://corvallis.craigslist.org/apa/6020939660.html,$1000,6020939660,,,,,Mar 18,
"
                    1br -
                    728ft, -
                ",,PACK YOUR BAGS AND MOVE TO PLUMTREE!,https://corvallis.craigslist.org/apa/6025761906.html,$1020,6025761906,,,,,Mar 18,
"
                    2br -
                    952ft, -
                ",,BEST KEPT SECRET IN ALBANY!!,https://corvallis.craigslist.org/apa/6023902596.html,$1120,6023902596,,,,,Mar 18,
"
                    360ft, -
                ",,WE'RE PET FRIENDLY!,https://corvallis.craigslist.org/apa/6025765990.html,$560,6025765990,,,,,Mar 18,
"
                    3br -
                    1600ft, -
                ",,3 Bedroom / Double Garage,https://corvallis.craigslist.org/apa/6049617254.html,$1295,6049617254,,,,,Mar 18,
"
                    1br -
                    864ft, -
                ",,"Town House Close to Shopping, KQI",https://corvallis.craigslist.org/apa/6049614571.html,$825,6049614571,,,,,Mar 18,
"
                    2br -
                    1032ft, -
                ",,"2 Bedroom, 1 1/2 Bath Townhouse Available Now",https://corvallis.craigslist.org/apa/6043193543.html,$925,6043193543,,,,,Mar 18,
"
                    3br -
                    1300ft, -
                ",,3bd Home plus den in North Corvallis with horse pasture,https://corvallis.craigslist.org/apa/6044581575.html,$1600,6044581575,,,,,Mar 18,
,,The only thing we're missing is YOU!,https://corvallis.craigslist.org/apa/6049470747.html,$1000,6049470747,,,,,Mar 18,
,,Very small 1 bedroom edge of lebanon,https://corvallis.craigslist.org/apa/6049439937.html,$600,6049439937,,,,,Mar 18,
"
                    2br -
                    900ft, -
                ",,Duplex For Rent- Corvallis,https://corvallis.craigslist.org/apa/6049430325.html,$1100,6049430325,,,,,Mar 18,
"
                    2br -
                ",,"QUIET, WOOD FLOORS, FIREPLACE, 2BR CLOSE TO OSU & DOWNTOWN!",https://corvallis.craigslist.org/apa/6025703953.html,$1225,6025703953,,,,,Mar 18,
"
                    1br -
                    509ft, -
                ",,"SPACIOUS, QUIET, WOOD FLOORS, TILE, WITH CHARACTER, one block to OSU!",https://corvallis.craigslist.org/apa/6034301158.html,$895,6034301158,,,,,Mar 18,
"
                    2br -
                    1029ft, -
                ",,YOU'VE STRUCK GOLD WITH THIS ST. PADDY'S DAY SPECIAL! CALL THE LODGES!,https://corvallis.craigslist.org/apa/6049373488.html,$1195,6049373488,,,,,Mar 18,
"
                    1br -
                ",,"Large Private Room, and more  at Glenridge House!",https://corvallis.craigslist.org/apa/6035269887.html,$850,6035269887,,,,,Mar 18,
"
                    1br -
                    728ft, -
                ",,LAST DAY TO GET THIS ST. PADDY'S DAY SPECIAL! CALL THE LODGES TODAY!,https://corvallis.craigslist.org/apa/6049326643.html,$1000,6049326643,,,,,Mar 18,
"
                    2br -
                    1370ft, -
                ",,"NORTH OF COLLEGE HILL: 2 Bed 2 Bath, Family Home",https://corvallis.craigslist.org/apa/6037054672.html,$1400,6037054672,,,,,Mar 18,
"
                    1br -
                    584ft, -
                ",,5 MIN WALK TO OSU ! CHECK OUT THE AMENITIES ! SECURE ACCESS BUILDING!,https://corvallis.craigslist.org/apa/6010863650.html,$1025,6010863650,,,,,Mar 17,
"
                    3br -
                    1000ft, -
                ",,3 bed 1 Bath Unit,https://corvallis.craigslist.org/apa/6045797822.html,$1200,6045797822,,,,,Mar 17,
"
                    3br -
                    1800ft, -
                ",,3 bdr 1.5 bath home on 1 acre,https://corvallis.craigslist.org/apa/6028265937.html,$1750,6028265937,,,,,Mar 17,
"
                    4br -
                    1627ft, -
                ",,3 BLOCKS FROM OSU CAMPUS!,https://corvallis.craigslist.org/apa/6038667728.html,$2400,6038667728,,,,,Mar 17,
"
                    3br -
                    1850ft, -
                ",,Gorgeous house for rent,https://corvallis.craigslist.org/apa/6048524186.html,$1695,6048524186,,,,,Mar 17,
"
                    565ft, -
                ",,Beautiful Studio Apartment,https://corvallis.craigslist.org/apa/6047024060.html,$790,6047024060,,,,,Mar 17,
"
                    2br -
                    1235ft, -
                ",,NOW Available!1st months rent + $400.00 security deposit moves you in!,https://corvallis.craigslist.org/apa/6047026006.html,$1340,6047026006,,,,,Mar 17,
"
                    1br -
                    803ft, -
                ",,Beautiful large 1 bedroom with fire place!,https://corvallis.craigslist.org/apa/6047026873.html,$1060,6047026873,,,,,Mar 17,
"
                    1br -
                    803ft, -
                ",,Beautiful large 1 bedroom with fire place!,https://corvallis.craigslist.org/apa/6047030268.html,$1060,6047030268,,,,,Mar 17,
"
                    1br -
                    741ft, -
                ",,NOW Avalable! 1st months Rent + 400.00 deposit moves you in!,https://corvallis.craigslist.org/apa/6047046544.html,$880,6047046544,,,,,Mar 17,
"
                    1br -
                    679ft, -
                ",,1st months rent + $400.00 security deposit moves you in!,https://corvallis.craigslist.org/apa/6047052573.html,$920,6047052573,,,,,Mar 17,
"
                    2br -
                    1235ft, -
                ",,NOW Available!1st months rent + $400.00 security deposit moves you in!,https://corvallis.craigslist.org/apa/6047114519.html,$1340,6047114519,,,,,Mar 17,
"
                    1br -
                    746ft, -
                ",,Get your name on the waitlist at a BEAUTIFUL community for our 1x1!!,https://corvallis.craigslist.org/apa/6048556422.html,$1240,6048556422,,,,,Mar 17,
"
                    5br -
                    3000ft, -
                ",,Tired of cramped apartments and dorms? Check this out...,https://corvallis.craigslist.org/apa/6035438793.html,$3800,6035438793,,,,,Mar 17,
"
                    5br -
                    2200ft, -
                ",,"Your next home! Minutes from Fred Meyer, OSU, Private Rooms",https://corvallis.craigslist.org/apa/6034059877.html,$3300,6034059877,,,,,Mar 17,
"
                    3br -
                    1620ft, -
                ",,"3 Bed 2.5 Bath, Natural Area, Quiet Neighborhood, Garden",https://corvallis.craigslist.org/apa/6008123815.html,$2100,6008123815,,,,,Mar 17,
"
                    5br -
                    2600ft, -
                ",,Across the street from OSU! Private Bathrooms,https://corvallis.craigslist.org/apa/6005339446.html,$4200,6005339446,,,,,Mar 17,
"
                    3br -
                    1800ft, -
                ",,Just the right size! 3 bedroom 2.5 bath Town Home,https://corvallis.craigslist.org/apa/6008111458.html,$2200,6008111458,,,,,Mar 17,
"
                    3br -
                    1500ft, -
                ",,3 bed 2 bath home just for you!,https://corvallis.craigslist.org/apa/6008103976.html,$2000,6008103976,,,,,Mar 17,
"
                    5br -
                    2600ft, -
                ",,Fully Furnished! 1.2 Miles from OSU,https://corvallis.craigslist.org/apa/6005130670.html,$3300,6005130670,,,,,Mar 17,
"
                    3br -
                    1100ft, -
                ",,3 Bed 2 Bath Home with Huge Fenced Yard/ Air Conditioning/ Solar Power,https://corvallis.craigslist.org/apa/6006092003.html,$1700,6006092003,,,,,Mar 17,
"
                    5br -
                    2271ft, -
                ",,5 minutes from Oregon State!,https://corvallis.craigslist.org/apa/6005432931.html,$3700,6005432931,,,,,Mar 17,
"
                    4br -
                    1400ft, -
                ",,"Quiet Neighborhood, Large fenced yard, Garage",https://corvallis.craigslist.org/apa/6005363454.html,$1850,6005363454,,,,,Mar 17,
"
                    5br -
                    2664ft, -
                ",,"New Home!  5 Bedroom, Bonus Room, 6 Bathroom",https://corvallis.craigslist.org/apa/6005014776.html,$3900,6005014776,,,,,Mar 17,
"
                    1br -
                    528ft, -
                ",,Pet Friendly 1 Bedroom Apartment,https://corvallis.craigslist.org/apa/6048106026.html,$745,6048106026,,,,,Mar 17,
,,Own your own Home for less than $900/month!,https://corvallis.craigslist.org/apa/6048114402.html,$900,6048114402,,,,,Mar 17,
"
                    1br -
                ",,"Large Private Room, and more  at Glenridge House!",https://corvallis.craigslist.org/apa/6033541267.html,$850,6033541267,,,,,Mar 17,
"
                    1br -
                    646ft, -
                ",,$250 CASH BACK!! CALL NOW,https://corvallis.craigslist.org/apa/6038440603.html,$1100,6038440603,,,,,Mar 17,
"
                    3br -
                    1200ft, -
                ",,*(/*(*|BRIGHT SPACIOUS House 3 Bed Large Hardwood Floor|*)*/)*,https://corvallis.craigslist.org/apa/6047869989.html,$400,6047869989,,,,,Mar 17,
"
                    3br -
                    1147ft, -
                ",,3 Bed/ 2 Bath Apartment Ready for MOVE IN TODAY!!,https://corvallis.craigslist.org/apa/6039589549.html,$1599,6039589549,,,,,Mar 17,
"
                    3br -
                    1147ft, -
                ",,Limited Time Specials! 1 Month FREE RENT,https://corvallis.craigslist.org/apa/6042612420.html,$1599,6042612420,,,,,Mar 17,
"
                    2br -
                    1018ft, -
                ",,Beautiful Park View 2X2! Coming available!!,https://corvallis.craigslist.org/apa/6048020814.html,$1430,6048020814,,,,,Mar 17,
"
                    2br -
                    763ft, -
                ",,"Apply, Get Approved, & Move in the Same Day?! Why Not!",https://corvallis.craigslist.org/apa/6048018108.html,$1100,6048018108,,,,,Mar 17,
"
                    2br -
                    820ft, -
                ",,2 Bedroom Apartment Close to 9th Street ~ 965 NW Hobart #7,https://corvallis.craigslist.org/apa/6013237932.html,$825,6013237932,,,,,Mar 17,
"
                    4br -
                    1200ft, -
                ",,PRE-LEASE A BEDROOM CLOSE TO CAMPUS FOR FALL 2017!,https://corvallis.craigslist.org/apa/6004770493.html,$680,6004770493,,,,,Mar 17,
"
                    5br -
                    3500ft, -
                ",,A Few Acres Outside of Corvallis,https://corvallis.craigslist.org/apa/6047784328.html,$2999,6047784328,,,,,Mar 17,
"
                    1br -
                ",,=======  Studio apartment by OSU   ========,https://corvallis.craigslist.org/apa/6035077707.html,$450,6035077707,,,,,Mar 17,
"
                    1br -
                    634ft, -
                ",,Who's Feeling LUCKY? Apply Before its Taken!!,https://corvallis.craigslist.org/apa/6047772197.html,$915,6047772197,,,,,Mar 17,
"
                    1br -
                    465ft, -
                ",,The Centurion. Quiet Setting 1 Br Apt,https://corvallis.craigslist.org/apa/6047425062.html,$625,6047425062,,,,,Mar 16,
"
                    1br -
                ",,"1 bedroom, The Retreat April 1st 2017-August 31st $725",https://corvallis.craigslist.org/apa/6047413701.html,$725,6047413701,,,,,Mar 16,
"
                    3br -
                ",,☻ 2 bdrms for $1600 a mnth! . Available now. ☻,https://corvallis.craigslist.org/apa/6047205583.html,$1600,6047205583,,,,,Mar 16,
"
                    5br -
                    2200ft, -
                ",,"5 bed, 2 bath, walk OSU, gardens, 0.4 acre residential area, parking",https://corvallis.craigslist.org/apa/6014245705.html,$2500,6014245705,,,,,Mar 16,
"
                    2br -
                    1029ft, -
                ",,ST. PADDY'S DAY SPECIAL! APPLY NOW~NO RENT FOR MARCH! CALL THE LODGES!,https://corvallis.craigslist.org/apa/6047211913.html,$1220,6047211913,,,,,Mar 16,
